Código Departamento;Código Municipio;Código Centro Poblado;Nombre Departamento;Nombre Municipio;Nombre Centro Poblado;Tipo Centro Poblado;Longitud;Latitud;Tipo de Municipio
13;13670;13670019;BOLÍVAR;SAN PABLO;LA UNIÓN;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,10802531;7,506918607;MUNICIPIO
13;13670;13670020;BOLÍVAR;SAN PABLO;LOS CAGUISES;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,10802531;7,506918607;MUNICIPIO
13;13670;13670022;BOLÍVAR;SAN PABLO;LA YE;CENTRO POBLADO (CP);-74,138399;7,422478207;MUNICIPIO
13;13673;13673000;BOLÍVAR;SANTA CATALINA;SANTA CATALINA;CABECERA MUNICIPAL (CM);-75,29038527;10,60326688;MUNICIPIO
13;13673;13673003;BOLÍVAR;SANTA CATALINA;GALERAZAMBA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,2574774;10,79470816;MUNICIPIO
13;13673;13673005;BOLÍVAR;SANTA CATALINA;LOMA DE ARENA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,2645204;10,73436181;MUNICIPIO
13;13673;13673006;BOLÍVAR;SANTA CATALINA;PUEBLO NUEVO;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,26300019;10,74312949;MUNICIPIO
13;13673;13673007;BOLÍVAR;SANTA CATALINA;COLORADO;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,26615979;10,66716684;MUNICIPIO
13;13673;13673009;BOLÍVAR;SANTA CATALINA;EL HOBO;CASERÍO (CAS);-75,26643466;10,64818353;MUNICIPIO
13;13673;13673010;BOLÍVAR;SANTA CATALINA;PALMARITO;CASERÍO (CAS);-75,26643466;10,64818353;MUNICIPIO
13;13683;13683000;BOLÍVAR;SANTA ROSA;SANTA ROSA DE LIMA;CABECERA MUNICIPAL (CM);-75,36910243;10,44547272;MUNICIPIO
13;13688;13688000;BOLÍVAR;SANTA ROSA DEL SUR;SANTA ROSA DEL SUR;CABECERA MUNICIPAL (CM);-74,05144607;7,963191103;MUNICIPIO
13;13688;13688002;BOLÍVAR;SANTA ROSA DEL SUR;BUENAVISTA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688005;BOLÍVAR;SANTA ROSA DEL SUR;FÁTIMA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688007;BOLÍVAR;SANTA ROSA DEL SUR;CANELOS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688009;BOLÍVAR;SANTA ROSA DEL SUR;SAN JOSÉ;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688011;BOLÍVAR;SANTA ROSA DEL SUR;SAN LUCAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688013;BOLÍVAR;SANTA ROSA DEL SUR;VILLA FLOR;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688014;BOLÍVAR;SANTA ROSA DEL SUR;ARRAYANES;CENTRO POBLADO (CP);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688015;BOLÍVAR;SANTA ROSA DEL SUR;SAN FRANCISCO;CENTRO POBLADO (CP);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688016;BOLÍVAR;SANTA ROSA DEL SUR;SAN ISIDRO;CENTRO POBLADO (CP);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688018;BOLÍVAR;SANTA ROSA DEL SUR;SAN JUAN DE RIO GRANDE;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688019;BOLÍVAR;SANTA ROSA DEL SUR;SANTA ISABEL;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,26222902;7,772466026;MUNICIPIO
13;13688;13688020;BOLÍVAR;SANTA ROSA DEL SUR;SAN BENITO;CENTRO POBLADO (CP);-74,26234371;7,77232776;MUNICIPIO
13;13688;13688021;BOLÍVAR;SANTA ROSA DEL SUR;SANTA LUCIA;CENTRO POBLADO (CP);-74,26234371;7,77232776;MUNICIPIO
13;13744;13744000;BOLÍVAR;SIMITÍ;SIMITÍ;CABECERA MUNICIPAL (CM);-73,94636611;7,955220136;MUNICIPIO
13;13744;13744001;BOLÍVAR;SIMITÍ;CAMPO PALLARES;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744006;BOLÍVAR;SIMITÍ;VERACRUZ;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744007;BOLÍVAR;SIMITÍ;SAN BLAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744008;BOLÍVAR;SIMITÍ;SAN LUIS;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,89954092;7,833582282;MUNICIPIO
13;13744;13744010;BOLÍVAR;SIMITÍ;LAS BRISAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744011;BOLÍVAR;SIMITÍ;MONTERREY;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,00794008;7,7403589;MUNICIPIO
13;13744;13744013;BOLÍVAR;SIMITÍ;ANIMAS ALTAS;CENTRO POBLADO (CP);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744014;BOLÍVAR;SIMITÍ;ANIMAS BAJAS;CENTRO POBLADO (CP);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744015;BOLÍVAR;SIMITÍ;DIAMANTE;CENTRO POBLADO (CP);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744016;BOLÍVAR;SIMITÍ;GARZAL;CENTRO POBLADO (CP);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744017;BOLÍVAR;SIMITÍ;PARAÍSO;CENTRO POBLADO (CP);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744019;BOLÍVAR;SIMITÍ;SAN JOAQUÍN;CENTRO POBLADO (CP);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744020;BOLÍVAR;SIMITÍ;SANTA LUCÍA;CENTRO POBLADO (CP);-73,98430571;7,850059199;MUNICIPIO
13;13744;13744021;BOLÍVAR;SIMITÍ;LAS ACEITUNAS;CENTRO POBLADO (CP);-73,98435537;7,85002031;MUNICIPIO
13;13744;13744022;BOLÍVAR;SIMITÍ;EL PIÑAL;CENTRO POBLADO (CP);-73,98435537;7,85002031;MUNICIPIO
13;13744;13744023;BOLÍVAR;SIMITÍ;LAS PALMERAS;CENTRO POBLADO (CP);-73,98435537;7,85002031;MUNICIPIO
13;13744;13744024;BOLÍVAR;SIMITÍ;PATA PELA;CENTRO POBLADO (CP);-73,98435537;7,85002031;MUNICIPIO
13;13744;13744025;BOLÍVAR;SIMITÍ;SABANAS DE SAN LUIS;CENTRO POBLADO (CP);-73,98435537;7,85002031;MUNICIPIO
13;13760;13760000;BOLÍVAR;SOPLAVIENTO;SOPLAVIENTO;CABECERA MUNICIPAL (CM);-75,13937322;10,38942237;MUNICIPIO
13;13780;13780000;BOLÍVAR;TALAIGUA NUEVO;TALAIGUA NUEVO;CABECERA MUNICIPAL (CM);-74,56791185;9,305402808;MUNICIPIO
13;13780;13780005;BOLÍVAR;TALAIGUA NUEVO;CAÑOHONDO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,58017616;9,255491069;MUNICIPIO
13;13780;13780009;BOLÍVAR;TALAIGUA NUEVO;PORVENIR;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,66317296;9,384455277;MUNICIPIO
13;13780;13780011;BOLÍVAR;TALAIGUA NUEVO;VESUBIO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,54113901;9,263236759;MUNICIPIO
13;13780;13780017;BOLÍVAR;TALAIGUA NUEVO;PATICO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,63425001;9,367043468;MUNICIPIO
13;13780;13780023;BOLÍVAR;TALAIGUA NUEVO;TALAIGUA VIEJO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,58513865;9,312538294;MUNICIPIO
13;13780;13780024;BOLÍVAR;TALAIGUA NUEVO;LADERA DE SAN MARTÍN;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,5901401;9,321263099;MUNICIPIO
13;13780;13780025;BOLÍVAR;TALAIGUA NUEVO;PEÑÓN DE DURÁN;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,61765673;9,351056452;MUNICIPIO
13;13780;13780026;BOLÍVAR;TALAIGUA NUEVO;LOS MANGOS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,58017616;9,255491069;MUNICIPIO
13;13780;13780027;BOLÍVAR;TALAIGUA NUEVO;TUPE;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,58017616;9,255491069;MUNICIPIO
13;13810;13810000;BOLÍVAR;TIQUISIO;PUERTO RICO;CABECERA MUNICIPAL (CM);-74,26478772;8,556467205;MUNICIPIO
13;13810;13810001;BOLÍVAR;TIQUISIO;AGUAS NEGRAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,29663802;8,492489414;MUNICIPIO
13;13810;13810002;BOLÍVAR;TIQUISIO;BOCAS DE SOLIS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,29663802;8,492489414;MUNICIPIO
13;13810;13810003;BOLÍVAR;TIQUISIO;COLORADO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,28440982;8,599252226;MUNICIPIO
13;13810;13810004;BOLÍVAR;TIQUISIO;DOS BOCAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,29663802;8,492489414;MUNICIPIO
13;13810;13810005;BOLÍVAR;TIQUISIO;EL SUDÁN;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,2151443;8,646326238;MUNICIPIO
13;13810;13810006;BOLÍVAR;TIQUISIO;LA VENTURA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,36108214;8,402072176;MUNICIPIO
13;13810;13810007;BOLÍVAR;TIQUISIO;PALMA ESTERAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,29663802;8,492489414;MUNICIPIO
13;13810;13810008;BOLÍVAR;TIQUISIO;PUERTO COCA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,32190642;8,49071253;MUNICIPIO
13;13810;13810009;BOLÍVAR;TIQUISIO;QUEBRADA DEL MEDIO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,29663802;8,492489414;MUNICIPIO
13;13810;13810010;BOLÍVAR;TIQUISIO;SABANAS DEL FIRME;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,29663802;8,492489414;MUNICIPIO
13;13810;13810011;BOLÍVAR;TIQUISIO;TIQUISIO NUEVO;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,33831622;8,50731897;MUNICIPIO
13;13810;13810012;BOLÍVAR;TIQUISIO;PUERTO GAITAN;CENTRO POBLADO (CP);-74,29663348;8,492439209;MUNICIPIO
13;13836;13836000;BOLÍVAR;TURBACO;TURBACO;CABECERA MUNICIPAL (CM);-75,41554691;10,33579029;MUNICIPIO
13;13836;13836001;BOLÍVAR;TURBACO;CAÑAVERAL;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,3325693;10,3844758;MUNICIPIO
13;13836;13836002;BOLÍVAR;TURBACO;SAN JOSÉ DE CHIQUITO;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,2986479;10,35164367;MUNICIPIO
13;13836;13836006;BOLÍVAR;TURBACO;PUEBLO NUEVO;CENTRO POBLADO (CP);-75,37944331;10,35265898;MUNICIPIO
13;13836;13836007;BOLÍVAR;TURBACO;URBANIZACION VILLA DE CALATRAVA;CENTRO POBLADO (CP);-75,37944331;10,35265898;MUNICIPIO
13;13836;13836008;BOLÍVAR;TURBACO;URBANIZACION CAMPESTRE;CENTRO POBLADO (CP);-75,37944331;10,35265898;MUNICIPIO
13;13836;13836009;BOLÍVAR;TURBACO;URBANIZACION CATALINA;CENTRO POBLADO (CP);-75,37944331;10,35265898;MUNICIPIO
13;13836;13836010;BOLÍVAR;TURBACO;URBANIZACION ZAPOTE;CENTRO POBLADO (CP);-75,37944331;10,35265898;MUNICIPIO
13;13838;13838000;BOLÍVAR;TURBANÁ;TURBANÁ;CABECERA MUNICIPAL (CM);-75,44432011;10,2707782;MUNICIPIO
13;13838;13838001;BOLÍVAR;TURBANÁ;BALLESTAS;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,43697914;10,2162874;MUNICIPIO
13;13838;13838002;BOLÍVAR;TURBANÁ;LOMAS DE MATUNILLA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,48488625;10,16168896;MUNICIPIO
13;13873;13873000;BOLÍVAR;VILLANUEVA;VILLANUEVA;CABECERA MUNICIPAL (CM);-75,27622198;10,44445263;MUNICIPIO
13;13873;13873001;BOLÍVAR;VILLANUEVA;ZIPACOA;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,29164709;10,39893888;MUNICIPIO
13;13873;13873002;BOLÍVAR;VILLANUEVA;ALGARROBO;CABECERA CORREGIMIENTO MUNICIPAL (C);-75,2632829;10,44825139;MUNICIPIO
13;13894;13894000;BOLÍVAR;ZAMBRANO;ZAMBRANO;CABECERA MUNICIPAL (CM);-74,82588139;9,751402451;MUNICIPIO
13;13894;13894002;BOLÍVAR;ZAMBRANO;CAPACA;CABECERA CORREGIMIENTO MUNICIPAL (C);-74,88142934;9,744904495;MUNICIPIO
15;15001;15001000;BOYACÁ;TUNJA;TUNJA;CABECERA MUNICIPAL (CM);-73,35436382;5,539370636;MUNICIPIO
15;15022;15022000;BOYACÁ;ALMEIDA;ALMEIDA;CABECERA MUNICIPAL (CM);-73,3787858;4,971241015;MUNICIPIO
15;15047;15047000;BOYACÁ;AQUITANIA;SAN JUAN DE MOMBITA;CABECERA MUNICIPAL (CM);-72,88435052;5,518310389;MUNICIPIO
15;15047;15047004;BOYACÁ;AQUITANIA;MOMBITA;CENTRO POBLADO (CP);-72,88228132;5,434390101;MUNICIPIO
15;15047;15047006;BOYACÁ;AQUITANIA;SUSE;CABECERA INSPECCIÓN DE POLICÍA (IP);-72,88223154;5,434430182;MUNICIPIO
15;15047;15047007;BOYACÁ;AQUITANIA;TOQUILLA;CENTRO POBLADO (CP);-72,88228132;5,434390101;MUNICIPIO
15;15047;15047010;BOYACÁ;AQUITANIA;DAITÓ;CENTRO POBLADO (CP);-72,88223154;5,434430182;MUNICIPIO
15;15047;15047011;BOYACÁ;AQUITANIA;HATO LAGUNA;CASERÍO (CAS);-72,88223154;5,434430182;MUNICIPIO
15;15047;15047012;BOYACÁ;AQUITANIA;PRIMAVERA;CENTRO POBLADO (CP);-72,88223154;5,434430182;MUNICIPIO
15;15047;15047014;BOYACÁ;AQUITANIA;PÉREZ;CENTRO POBLADO (CP);-72,88223154;5,434430182;MUNICIPIO
15;15047;15047015;BOYACÁ;AQUITANIA;QUEBRADAS;CENTRO POBLADO (CP);-72,88223154;5,434430182;MUNICIPIO
15;15051;15051000;BOYACÁ;ARCABUCO;ARCABUCO;CABECERA MUNICIPAL (CM);-73,43969122;5,756614472;MUNICIPIO
15;15087;15087000;BOYACÁ;BELÉN;BELÉN;CABECERA MUNICIPAL (CM);-72,91125457;5,988336865;MUNICIPIO
15;15090;15090000;BOYACÁ;BERBEO;BERBEO;CABECERA MUNICIPAL (CM);-73,12686435;5,22715204;MUNICIPIO
15;15092;15092000;BOYACÁ;BETÉITIVA;BETÉITIVA;CABECERA MUNICIPAL (CM);-72,80896001;5,910810534;MUNICIPIO
15;15092;15092001;BOYACÁ;BETÉITIVA;OTENGA;CABECERA INSPECCIÓN DE POLICÍA (IP);-72,86518859;5,909320584;MUNICIPIO
15;15097;15097000;BOYACÁ;BOAVITA;BOAVITA;CABECERA MUNICIPAL (CM);-72,58477522;6,330678035;MUNICIPIO
15;15104;15104000;BOYACÁ;BOYACÁ;BOYACÁ;CABECERA MUNICIPAL (CM);-73,36202683;5,454553832;MUNICIPIO
15;15106;15106000;BOYACÁ;BRICEÑO;BRICEÑO;CABECERA MUNICIPAL (CM);-73,923304;5,690164312;MUNICIPIO
15;15109;15109000;BOYACÁ;BUENAVISTA;BUENAVISTA;CABECERA MUNICIPAL (CM);-73,94099903;5,511748527;MUNICIPIO
15;15114;15114000;BOYACÁ;BUSBANZÁ;BUSBANZÁ;CABECERA MUNICIPAL (CM);-72,88388343;5,830378894;MUNICIPIO
15;15131;15131000;BOYACÁ;CALDAS;CALDAS;CABECERA MUNICIPAL (CM);-73,86531035;5,554468751;MUNICIPIO
15;15131;15131001;BOYACÁ;CALDAS;NARIÑO;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,86161898;5,596940984;MUNICIPIO
15;15135;15135000;BOYACÁ;CAMPOHERMOSO;CAMPOHERMOSO;CABECERA MUNICIPAL (CM);-73,10351821;5,030630049;MUNICIPIO
15;15135;15135002;BOYACÁ;CAMPOHERMOSO;VISTAHERMOSA;CENTRO POBLADO (CP);-73,14486099;5,007753912;MUNICIPIO
15;15135;15135003;BOYACÁ;CAMPOHERMOSO;LOS CEDROS;CENTRO POBLADO (CP);-73,20325822;5,012225341;MUNICIPIO
15;15162;15162000;BOYACÁ;CERINZA;CERINZA;CABECERA MUNICIPAL (CM);-72,9477205;5,955976752;MUNICIPIO
15;15172;15172000;BOYACÁ;CHINAVITA;CHINAVITA;CABECERA MUNICIPAL (CM);-73,36862894;5,167416629;MUNICIPIO
15;15176;15176000;BOYACÁ;CHIQUINQUIRÁ;CHIQUINQUIRÁ;CABECERA MUNICIPAL (CM);-73,81871071;5,614851057;MUNICIPIO
15;15180;15180000;BOYACÁ;CHISCAS;CHISCAS;CABECERA MUNICIPAL (CM);-72,50029315;6,553491643;MUNICIPIO
15;15180;15180005;BOYACÁ;CHISCAS;MERCEDES;CENTRO POBLADO (CP);-72,47140772;6,574048316;MUNICIPIO
15;15183;15183000;BOYACÁ;CHITA;CHITA;CABECERA MUNICIPAL (CM);-72,47355805;6,187424081;MUNICIPIO
15;15185;15185000;BOYACÁ;CHITARAQUE;CHITARAQUE;CABECERA MUNICIPAL (CM);-73,44692936;6,027475489;MUNICIPIO
15;15187;15187000;BOYACÁ;CHIVATÁ;CHIVATÁ;CABECERA MUNICIPAL (CM);-73,28089462;5,560401526;MUNICIPIO
15;15189;15189000;BOYACÁ;CIÉNEGA;CIÉNEGA;CABECERA MUNICIPAL (CM);-73,29608968;5,409521134;MUNICIPIO
15;15204;15204000;BOYACÁ;CÓMBITA;CÓMBITA;CABECERA MUNICIPAL (CM);-73,32384233;5,634334216;MUNICIPIO
15;15204;15204001;BOYACÁ;CÓMBITA;EL BARNE;CENTRO POBLADO (CP);-73,27032886;5,673036879;MUNICIPIO
15;15204;15204006;BOYACÁ;CÓMBITA;SAN ONOFRE;CENTRO POBLADO (CP);-73,32706297;5,663322203;MUNICIPIO
15;15212;15212000;BOYACÁ;COPER;COPER;CABECERA MUNICIPAL (CM);-74,04503529;5,47539238;MUNICIPIO
15;15215;15215000;BOYACÁ;CORRALES;CORRALES;CABECERA MUNICIPAL (CM);-72,84480753;5,828082979;MUNICIPIO
15;15218;15218000;BOYACÁ;COVARACHÍA;COVARACHÍA;CABECERA MUNICIPAL (CM);-72,73899492;6,500272002;MUNICIPIO
15;15223;15223000;BOYACÁ;CUBARÁ;CUBARÁ;CABECERA MUNICIPAL (CM);-72,1060298;7,003733273;MUNICIPIO
15;15223;15223005;BOYACÁ;CUBARÁ;EL GUAMO;CABECERA CORREGIMIENTO MUNICIPAL (C);-72,18371185;6,884911148;MUNICIPIO
15;15223;15223011;BOYACÁ;CUBARÁ;GIBRALTAR;CABECERA CORREGIMIENTO MUNICIPAL (C);-72,11948941;7,01061961;MUNICIPIO
15;15224;15224000;BOYACÁ;CUCAITA;CUCAITA;CABECERA MUNICIPAL (CM);-73,45420008;5,543018421;MUNICIPIO
15;15226;15226000;BOYACÁ;CUÍTIVA;CUÍTIVA;CABECERA MUNICIPAL (CM);-72,96612865;5,580264111;MUNICIPIO
15;15226;15226001;BOYACÁ;CUÍTIVA;LLANO DE ALARCÓN;CENTRO POBLADO (CP);-72,91189549;5,600681371;MUNICIPIO
15;15232;15232000;BOYACÁ;CHÍQUIZA;SAN PEDRO DE IGUAQUE;CABECERA MUNICIPAL (CM);-73,48572033;5,604402418;MUNICIPIO
15;15232;15232002;BOYACÁ;CHÍQUIZA;CHÍQUIZA;CENTRO POBLADO (CP);-73,44567052;5,642717047;MUNICIPIO
15;15236;15236000;BOYACÁ;CHIVOR;CHIVOR;CABECERA MUNICIPAL (CM);-73,36980037;4,88876763;MUNICIPIO
15;15238;15238000;BOYACÁ;DUITAMA;DUITAMA;CABECERA MUNICIPAL (CM);-73,03026863;5,819369141;MUNICIPIO
15;15238;15238008;BOYACÁ;DUITAMA;SAN LORENZO DE ABAJO;CASERÍO (CAS);-73,07148231;5,785722983;MUNICIPIO
15;15238;15238009;BOYACÁ;DUITAMA;SAN ANTONIO NORTE;CASERÍO (CAS);-73,06691285;5,890470929;MUNICIPIO
15;15238;15238011;BOYACÁ;DUITAMA;LA TRINIDAD;CASERÍO (CAS);-73,07770121;5,825372437;MUNICIPIO
15;15238;15238012;BOYACÁ;DUITAMA;CIUDADELA INDUSTRIAL;CASERÍO (CAS);-73,06408896;5,79271445;MUNICIPIO
15;15238;15238013;BOYACÁ;DUITAMA;SANTA CLARA;CASERÍO (CAS);-73,06129016;5,784484184;MUNICIPIO
15;15238;15238014;BOYACÁ;DUITAMA;TOCOGUA;CASERÍO (CAS);-73,01480037;5,817094588;MUNICIPIO
15;15238;15238015;BOYACÁ;DUITAMA;PUEBLITO BOYACENSE;CASERÍO (CAS);-73,06691285;5,890470929;MUNICIPIO
15;15244;15244000;BOYACÁ;EL COCUY;EL COCUY;CABECERA MUNICIPAL (CM);-72,44541276;6,410378028;MUNICIPIO
15;15248;15248000;BOYACÁ;EL ESPINO;EL ESPINO;CABECERA MUNICIPAL (CM);-72,49632211;6,48261314;MUNICIPIO
15;15272;15272000;BOYACÁ;FIRAVITOBA;FIRAVITOBA;CABECERA MUNICIPAL (CM);-72,9937204;5,669120835;MUNICIPIO
15;15276;15276000;BOYACÁ;FLORESTA;FLORESTA;CABECERA MUNICIPAL (CM);-72,9190391;5,859439166;MUNICIPIO
15;15276;15276001;BOYACÁ;FLORESTA;TOBASÍA;CENTRO POBLADO (CP);-72,94438789;5,856696525;MUNICIPIO
15;15293;15293000;BOYACÁ;GACHANTIVÁ;GACHANTIVÁ;CABECERA MUNICIPAL (CM);-73,54931534;5,751968047;MUNICIPIO
15;15296;15296000;BOYACÁ;GÁMEZA;GÁMEZA;CABECERA MUNICIPAL (CM);-72,80621022;5,802837115;MUNICIPIO
15;15299;15299000;BOYACÁ;GARAGOA;GARAGOA;CABECERA MUNICIPAL (CM);-73,36476697;5,082280849;MUNICIPIO
15;15317;15317000;BOYACÁ;GUACAMAYAS;GUACAMAYAS;CABECERA MUNICIPAL (CM);-72,50060021;6,459711974;MUNICIPIO
15;15322;15322000;BOYACÁ;GUATEQUE;GUATEQUE;CABECERA MUNICIPAL (CM);-73,47228448;5,00708725;MUNICIPIO
15;15325;15325000;BOYACÁ;GUAYATÁ;GUAYATÁ;CABECERA MUNICIPAL (CM);-73,49011865;4,966820088;MUNICIPIO
15;15332;15332000;BOYACÁ;GÜICÁN DE LA SIERRA;GÜICÁN DE LA SIERRA;CABECERA MUNICIPAL (CM);-72,41206013;6,462929587;MUNICIPIO
15;15362;15362000;BOYACÁ;IZA;IZA;CABECERA MUNICIPAL (CM);-72,9796484;5,612358449;MUNICIPIO
15;15367;15367000;BOYACÁ;JENESANO;JENESANO;CABECERA MUNICIPAL (CM);-73,36395846;5,384879362;MUNICIPIO
15;15368;15368000;BOYACÁ;JERICÓ;JERICÓ;CABECERA MUNICIPAL (CM);-72,57199201;6,146104908;MUNICIPIO
15;15368;15368001;BOYACÁ;JERICÓ;CHEVA;CENTRO POBLADO (CP);-72,54698296;6,154458686;MUNICIPIO
15;15377;15377000;BOYACÁ;LABRANZAGRANDE;LABRANZAGRANDE;CABECERA MUNICIPAL (CM);-72,57759412;5,562358342;MUNICIPIO
15;15380;15380000;BOYACÁ;LA CAPILLA;LA CAPILLA;CABECERA MUNICIPAL (CM);-73,44501063;5,09555867;MUNICIPIO
15;15401;15401000;BOYACÁ;LA VICTORIA;LA VICTORIA;CABECERA MUNICIPAL (CM);-74,2345974;5,523149172;MUNICIPIO
15;15403;15403000;BOYACÁ;LA UVITA;LA UVITA;CABECERA MUNICIPAL (CM);-72,55943786;6,31679484;MUNICIPIO
15;15403;15403001;BOYACÁ;LA UVITA;CUSAGÜI;CENTRO POBLADO (CP);-72,54505447;6,245430284;MUNICIPIO
15;15407;15407000;BOYACÁ;VILLA DE LEYVA;VILLA DE LEYVA;CABECERA MUNICIPAL (CM);-73,52644551;5,63623796;MUNICIPIO
15;15425;15425000;BOYACÁ;MACANAL;MACANAL;CABECERA MUNICIPAL (CM);-73,31952118;4,972217331;MUNICIPIO
15;15425;15425004;BOYACÁ;MACANAL;SAN PEDRO DE MUCEÑO;CABECERA INSPECCIÓN DE POLICÍA (IP);-73,24188852;5,008759066;MUNICIPIO
15;15442;15442000;BOYACÁ;MARIPÍ;MARIPÍ;CABECERA MUNICIPAL (CM);-74,00464881;5,549292772;MUNICIPIO
15;15442;15442001;BOYACÁ;MARIPÍ;SANTA ROSA;CENTRO POBLADO (CP);-74,05389304;5,587475064;MUNICIPIO
15;15442;15442002;BOYACÁ;MARIPÍ;ZULIA;CENTRO POBLADO (CP);-74,04465112;5,614941825;MUNICIPIO
15;15442;15442008;BOYACÁ;MARIPÍ;GUARUMAL;CENTRO POBLADO (CP);-74,02127764;5,56922622;MUNICIPIO
15;15455;15455000;BOYACÁ;MIRAFLORES;MIRAFLORES;CABECERA MUNICIPAL (CM);-73,14486261;5,1959458;MUNICIPIO
15;15464;15464000;BOYACÁ;MONGUA;MONGUA;CABECERA MUNICIPAL (CM);-72,80020513;5,752830427;MUNICIPIO
15;15466;15466000;BOYACÁ;MONGUÍ;MONGUÍ;CABECERA MUNICIPAL (CM);-72,84887988;5,723361644;MUNICIPIO
15;15469;15469000;BOYACÁ;MONIQUIRÁ;MONIQUIRÁ;CABECERA MUNICIPAL (CM);-73,57410803;5,873764868;MUNICIPIO
15;15469;15469007;BOYACÁ;MONIQUIRÁ;LOS CAYENOS;CENTRO POBLADO (CP);-73,55955026;5,863506551;MUNICIPIO
15;15469;15469008;BOYACÁ;MONIQUIRÁ;LOS SAUCES;CENTRO POBLADO (CP);-73,55955026;5,863506551;MUNICIPIO
15;15476;15476000;BOYACÁ;MOTAVITA;MOTAVITA;CABECERA MUNICIPAL (CM);-73,3681498;5,577544265;MUNICIPIO
15;15480;15480000;BOYACÁ;MUZO;MUZO;CABECERA MUNICIPAL (CM);-74,10300099;5,531279314;MUNICIPIO
15;15480;15480004;BOYACÁ;MUZO;MATA DE CAFÉ;CENTRO POBLADO (CP);-74,11672827;5,525727255;MUNICIPIO
15;15491;15491000;BOYACÁ;NOBSA;NOBSA;CABECERA MUNICIPAL (CM);-72,94026073;5,770571138;MUNICIPIO
15;15491;15491001;BOYACÁ;NOBSA;BELENCITO;CABECERA CORREGIMIENTO MUNICIPAL (C);-72,89118203;5,772379862;MUNICIPIO
15;15491;15491002;BOYACÁ;NOBSA;CHAMEZA MAYOR;CENTRO POBLADO (CP);-72,9113437;5,765605827;MUNICIPIO
